hash,source,title,description,content,published_at,url,language,tickers,raw
f947887cc81e594ee0c2e4015844364829f87ddc19ee4f69ecb009ecd75244bb,Business Insider,SpaceX's IPO could be a real problem for Tesla,"Tesla reports earnings today, but investors' eyes might ultimately be on another one of Elon Musk's prizes.","Elon Musk's other company reports earnings today.
That's a funny way to describe a $1.2 trillion company, but Tesla's increasingly feeling like it's playing second fiddle to SpaceX.
Musk's space co… [+1987 chars]",2026-04-22 11:19:07+00:00,https://www.businessinsider.com/spacexs-ipo-could-be-a-real-problem-for-tesla-2026-4,en,[],"{'source': {'id': 'business-insider', 'name': 'Business Insider'}, 'author': 'ddefrancesco@businessinsider.com (Dan DeFrancesco)', 'title': ""SpaceX's IPO could be a real problem for Tesla"", 'description': ""Tesla reports earnings today, but investors' eyes might ultimately be on another one of Elon Musk's prizes."", 'url': 'https://www.businessinsider.com/spacexs-ipo-could-be-a-real-problem-for-tesla-2026-4', 'urlToImage': 'https://i.insider.com/69e7dbdb367066d7c296f4d2?width=1200&format=jpeg', 'publishedAt': '2026-04-22T11:19:07Z', 'content': ""Elon Musk's other company reports earnings today.\r\nThat's a funny way to describe a $1.2 trillion company, but Tesla's increasingly feeling like it's playing second fiddle to SpaceX.\r\nMusk's space co… [+1987 chars]""}"
cb3e9d3f22cfb7bfee841e86cb609622ed438c32859a1af6d2886f91e10d52cd,Yahoo Entertainment,Are consumers finally cracking under the weight of $4 gas?,,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",2026-04-22 11:18:59+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e773da5b-53bb-4c67-8292-d5101d463a7b,en,[],"{'source': {'id': None, 'name': 'Yahoo Entertainment'}, 'author': None, 'title': 'Are consumers finally cracking under the weight of $4 gas?', 'description': None, 'url': 'https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e773da5b-53bb-4c67-8292-d5101d463a7b', 'urlToImage': None, 'publishedAt': '2026-04-22T11:18:59Z', 'content': ""If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]""}"
42f6bc90d5339ad0466feae325a1b47dc28103473b10797ea78281f68a5712d3,Yahoo Entertainment,"Gold and silver prices today, Wednesday, April 22: Prices open at their lowest levels in a week",,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",2026-04-22 11:18:56+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6a9deea4-1456-4e50-b6f7-28e3c61a5d8c,en,[],"{'source': {'id': None, 'name': 'Yahoo Entertainment'}, 'author': None, 'title': 'Gold and silver prices today, Wednesday, April 22: Prices open at their lowest levels in a week', 'description': None, 'url': 'https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6a9deea4-1456-4e50-b6f7-28e3c61a5d8c', 'urlToImage': None, 'publishedAt': '2026-04-22T11:18:56Z', 'content': ""If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]""}"
fb218ff08003fc6f75b2b59daa5a1955133da706b16ad67be40fd793b9588187,Forbes,Elevance Health Profits Eclipse $1.7 Billion Despite Elevated Costs,Elevance Health reported $1.7 billion in first quarter net income as cost issues continued to drag on earnings of the nation’s second-largest health insurer.,Elevance Health Wednesday reported first quarter net income exceeding $1.7 billion as healthcare cost issues continued to be a drag on earnings of the nations second-largest health insurance company.… [+3585 chars],2026-04-22 11:17:06+00:00,https://www.forbes.com/sites/brucejapsen/2026/04/22/elevance-health-profits-eclipse-17-billion-despite-elevated-costs/,en,[],"{'source': {'id': None, 'name': 'Forbes'}, 'author': 'Bruce Japsen, Senior Contributor, \n Bruce Japsen, Senior Contributor\n https://www.forbes.com/sites/brucejapsen/', 'title': 'Elevance Health Profits Eclipse $1.7 Billion Despite Elevated Costs', 'description': 'Elevance Health reported $1.7 billion in first quarter net income as cost issues continued to drag on earnings of the nation’s second-largest health insurer.', 'url': 'https://www.forbes.com/sites/brucejapsen/2026/04/22/elevance-health-profits-eclipse-17-billion-despite-elevated-costs/', 'urlToImage': 'https://imageio.forbes.com/specials-images/imageserve/634fd98138f2f6f4c4c9a291/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds', 'publishedAt': '2026-04-22T11:17:06Z', 'content': 'Elevance Health Wednesday reported first quarter net income exceeding $1.7 billion as healthcare cost issues continued to be a drag on earnings of the nations second-largest health insurance company.… [+3585 chars]'}"
ebdc9720f63675d528d80d1c13eb383a2063579902eab9a1915afb1fc657c3e2,BGR,5 Cool Gadgets Under $30 That Work With Your iPhone,"These cheap iPhone gadgets cover a range of needs - photography, tracking, charging, and waterproofing - and they all have strong reviews to back them up.","Virtually every new iPhone release has Apple touting improvements to the battery, but keeping a solid charging cable handy is never a bad idea. We're no strangers to charging accessories, and we can … [+1290 chars]",2026-04-22 11:17:00+00:00,https://www.bgr.com/2149487/cool-gadgets-under-30-that-work-with-iphone/,en,[],"{'source': {'id': None, 'name': 'BGR'}, 'author': 'staff@bgr.com (Nichols deCourville)', 'title': '5 Cool Gadgets Under $30 That Work With Your iPhone', 'description': 'These cheap iPhone gadgets cover a range of needs - photography, tracking, charging, and waterproofing - and they all have strong reviews to back them up.', 'url': 'https://www.bgr.com/2149487/cool-gadgets-under-30-that-work-with-iphone/', 'urlToImage': 'https://www.bgr.com/img/gallery/5-cool-gadgets-under-30-that-work-with-your-iphone/l-intro-1776294865.jpg', 'publishedAt': '2026-04-22T11:17:00Z', 'content': ""Virtually every new iPhone release has Apple touting improvements to the battery, but keeping a solid charging cable handy is never a bad idea. We're no strangers to charging accessories, and we can … [+1290 chars]""}"
5a6e8d83dbac978a442478ab53a17855a46f26f3c1b73633a32bb381bf828b72,Financial Post,Pecoy Copper Completes Magnetotelluric Survey to Optimize High-Priority Targeting and Resource Expansion,"VANCOUVER, British Columbia, April 22, 2026 (GLOBE NEWSWIRE) — Pecoy Copper Corp. (“Pecoy Copper” or the “Company”) (TSXV: PCU; FSE: D5E; OTCQB: PCUUF) is pleased to announce the completion of a large-scale magnetotelluric (“MT”) geophysical survey at its 100…","The Companys common shares are listed on the TSX Venture under the symbol PCU and also trade on the OTCQB under the symbol PCUUF.
For further information, please contact:
Vincent Metcalfe, Presiden… [+3015 chars]",2026-04-22 11:16:06+00:00,https://financialpost.com/globe-newswire/pecoy-copper-completes-magnetotelluric-survey-to-optimize-high-priority-targeting-and-resource-expansion,en,[],"{'source': {'id': 'financial-post', 'name': 'Financial Post'}, 'author': 'GlobeNewswire', 'title': 'Pecoy Copper Completes Magnetotelluric Survey to Optimize High-Priority Targeting and Resource Expansion', 'description': 'VANCOUVER, British Columbia, April 22, 2026 (GLOBE NEWSWIRE) — Pecoy Copper Corp.\xa0(“Pecoy Copper” or the “Company”) (TSXV: PCU; FSE: D5E; OTCQB: PCUUF) is pleased to announce the completion of a large-scale magnetotelluric (“MT”) geophysical survey at its 100…', 'url': 'https://financialpost.com/globe-newswire/pecoy-copper-completes-magnetotelluric-survey-to-optimize-high-priority-targeting-and-resource-expansion', 'urlToImage': 'https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2026/04/figure-1-deep-spartan-mt-survey-grid.jpeg', 'publishedAt': '2026-04-22T11:16:06Z', 'content': 'The Companys common shares are listed on the TSX Venture under the symbol PCU and also trade on the OTCQB under the symbol PCUUF.\r\nFor further information, please contact:\r\nVincent Metcalfe, Presiden… [+3015 chars]'}"
5e878a7b90becebedf0d685de55ac64ffefa24b146e0134bb515cfb010acf549,CNET,Apple Watch Series 11 vs. Series 10: How These Nearly Identical Watches Compare,"You might think Apple forgot to improve its latest flagship Apple Watch, but there are some differences from last year's model.","The Apple Watch Ultra 3 is distinctive in shape and features, and the Apple Watch SE 3 gives you the smartwatch experience for less cost. But what about the Series 11, the anchor to Apple's watch lin… [+10280 chars]",2026-04-22 11:15:47+00:00,https://www.cnet.com/tech/mobile/apple-watch-series-11-vs-series-10-how-these-nearly-identical-watches-compare/,en,[],"{'source': {'id': None, 'name': 'CNET'}, 'author': 'Jeff Carlson', 'title': 'Apple Watch Series 11 vs. Series 10: How These Nearly Identical Watches Compare', 'description': ""You might think Apple forgot to improve its latest flagship Apple Watch, but there are some differences from last year's model."", 'url': 'https://www.cnet.com/tech/mobile/apple-watch-series-11-vs-series-10-how-these-nearly-identical-watches-compare/', 'urlToImage': 'https://www.cnet.com/a/img/resize/05c9218da9f55cac7bc5babedd7cde43a9b678d7/hub/2025/09/22/4fed8199-1cbb-4561-969f-3619d72118c0/apple-watch-s11-vs-s10.png?auto=webp&fit=crop&height=675&width=1200', 'publishedAt': '2026-04-22T11:15:47Z', 'content': ""The\xa0Apple Watch\xa0Ultra 3\xa0is distinctive in shape and features, and the Apple Watch\xa0SE 3\xa0gives you the smartwatch experience for less cost. But what about the\xa0Series 11, the anchor to Apple's watch lin… [+10280 chars]""}"
0c5e82b12f91191f41aa19c33d7ed9f53466f4b22c8264685b3fd6f17a996a99,Yahoo Entertainment,AT&T beats Q1 wireless subscriber estimates on bundling,,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",2026-04-22 11:15:25+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_144a7613-9493-4586-93ce-899faf604166,en,[],"{'source': {'id': None, 'name': 'Yahoo Entertainment'}, 'author': None, 'title': 'AT&T beats Q1 wireless subscriber estimates on bundling', 'description': None, 'url': 'https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_144a7613-9493-4586-93ce-899faf604166', 'urlToImage': None, 'publishedAt': '2026-04-22T11:15:25Z', 'content': ""If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]""}"
73ca92e837d6015222097ebcccf1018312241399ed10aaf0141f7fb1005c5282,Dailymail.com,I always hated my large size 16 legs and the fat wouldn't budge no matter what I did. Then I discovered the condition that was really to blame... and found a solution that changed my life and let me squeeze into jeans,"Carla Keech, 39, from Northamptonshire, found herself trapped in a cycle of yo-yo dieting. Even when she lost weight, the fat on her legs refused to budge.","Carla Keech was only 10 years old when she first noticed that her legs were larger than those of other girls her age.
PE lessons were the worst. Not only did she dread changing in front of other gir… [+9431 chars]",2026-04-22 11:15:05+00:00,https://www.dailymail.com/health/article-15748161/size-16-legs-jeans-dieting-fat-confidence-wear-shorts-jeans.html,en,[],"{'source': {'id': None, 'name': 'Dailymail.com'}, 'author': 'Marti Stelling', 'title': ""I always hated my large size 16 legs and the fat wouldn't budge no matter what I did. Then I discovered the condition that was really to blame... and found a solution that changed my life and let me squeeze into jeans"", 'description': 'Carla Keech, 39, from Northamptonshire, found herself trapped in a cycle of yo-yo dieting. Even when she lost weight, the fat on her legs refused to budge.', 'url': 'https://www.dailymail.com/health/article-15748161/size-16-legs-jeans-dieting-fat-confidence-wear-shorts-jeans.html', 'urlToImage': 'https://i.dailymail.com/1s/2026/04/22/11/108023681-0-image-m-33_1776855491277.jpg', 'publishedAt': '2026-04-22T11:15:05Z', 'content': 'Carla Keech was only 10 years old when she first noticed that her legs were larger than those of other girls her age.\r\nPE lessons were the worst. Not only did she dread changing in front of other gir… [+9431 chars]'}"
81aed4136ec47bac4d11b464ab9ade0e02f16c2479e3b67fb55cc34aefde3f59,GlobeNewswire,Pecoy Copper Completes Magnetotelluric Survey to Optimize High-Priority Targeting and Resource Expansion,Pecoy Copper completed an MT survey at Pecoy in Peru to refine geological models and guide future drill targeting; results are expected in Q2 2026....,"VANCOUVER, British Columbia, April 22, 2026 (GLOBE NEWSWIRE) -- Pecoy Copper Corp. (Pecoy Copper or the Company) (TSXV: PCU; FSE: D5E; OTCQB: PCUUF) is pleased to announce the completion of a large-s… [+10283 chars]",2026-04-22 11:15:00+00:00,https://www.globenewswire.com/news-release/2026/04/22/3278837/0/en/Pecoy-Copper-Completes-Magnetotelluric-Survey-to-Optimize-High-Priority-Targeting-and-Resource-Expansion.html,en,[],"{'source': {'id': None, 'name': 'GlobeNewswire'}, 'author': 'Pecoy Copper Corp', 'title': 'Pecoy Copper Completes Magnetotelluric Survey to Optimize High-Priority Targeting and Resource Expansion', 'description': 'Pecoy Copper completed an MT survey at Pecoy in Peru to refine geological models and guide future drill targeting; results are expected in Q2 2026....', 'url': 'https://www.globenewswire.com/news-release/2026/04/22/3278837/0/en/Pecoy-Copper-Completes-Magnetotelluric-Survey-to-Optimize-High-Priority-Targeting-and-Resource-Expansion.html', 'urlToImage': 'https://ml.globenewswire.com/Resource/Download/d73bb2c4-233b-43ae-aae0-86735741fb21', 'publishedAt': '2026-04-22T11:15:00Z', 'content': 'VANCOUVER, British Columbia, April 22, 2026 (GLOBE NEWSWIRE) -- Pecoy Copper Corp.\xa0(Pecoy Copper or the Company) (TSXV: PCU; FSE: D5E; OTCQB: PCUUF) is pleased to announce the completion of a large-s… [+10283 chars]'}"
15558624b17a5d108925168c0f6b0dd7465be0523ef8c6976a8317607c56c45a,Www.gov.uk,Dr H Al-Mashhadanie v North East Scotland College: 8002573/2025,Employment Tribunal decision.,"We use some essential cookies to make this website work.
Wed like to set additional cookies to understand how you use GOV.UK, remember your settings and improve government services.
We also use coo… [+70 chars]",2026-04-22 11:14:30+00:00,https://www.gov.uk/employment-tribunal-decisions/dr-h-al-mashhadanie-v-north-east-scotland-college-8002573-slash-2025,en,[],"{'source': {'id': None, 'name': 'Www.gov.uk'}, 'author': 'HM Courts & Tribunals Service', 'title': 'Dr H Al-Mashhadanie v North East Scotland College: 8002573/2025', 'description': 'Employment Tribunal decision.', 'url': 'https://www.gov.uk/employment-tribunal-decisions/dr-h-al-mashhadanie-v-north-east-scotland-college-8002573-slash-2025', 'urlToImage': 'https://www.gov.uk/assets/frontend/govuk-opengraph-image-4196a4d6333cf92aaf720047f56cfd91b3532d7635fc21ebcf0d5897df6b5f77.png', 'publishedAt': '2026-04-22T11:14:30Z', 'content': 'We use some essential cookies to make this website work.\r\nWed like to set additional cookies to understand how you use GOV.UK, remember your settings and improve government services.\r\nWe also use coo… [+70 chars]'}"
