hash,source,title,description,content,published_at,url,language,tickers,raw,weak_label
0bd090d697eb8c37f8109230def0a1139d2a8e0988c2da263a10e416c76d2fb9,GlobeNewswire,Questex’s Sensors Converge 2026 Expo Floor Nearly Sold Out as Event Momentum Accelerates,"90% of Exhibit Space Secured, 50+ New Exhibitors and Leading Technology Companies Join North America’s Premier Sensors Event 90% of Exhibit Space Secured, 50+ New Exhibitors and Leading Technology Companies Join North America’s Premier Sensors Event","SANTA CLARA, Calif., April 22, 2026 (GLOBE NEWSWIRE) -- Questexs Sensors Converge, North Americas leading event focused exclusively on sensors and sensing technologies, today announces its 2026 expo … [+5913 chars]",2026-04-22 13:26:00+00:00,https://www.globenewswire.com/news-release/2026/04/22/3279069/0/en/Questex-s-Sensors-Converge-2026-Expo-Floor-Nearly-Sold-Out-as-Event-Momentum-Accelerates.html,en,['BIRD'],"{'source': {'id': None, 'name': 'GlobeNewswire'}, 'author': 'Questex LLC', 'title': 'Questex’s Sensors Converge 2026 Expo Floor Nearly Sold Out as Event Momentum Accelerates', 'description': '90% of Exhibit Space Secured, 50+ New Exhibitors and Leading Technology Companies Join North America’s Premier Sensors Event 90% of Exhibit Space Secured, 50+ New Exhibitors and Leading Technology Companies Join North America’s Premier Sensors Event', 'url': 'https://www.globenewswire.com/news-release/2026/04/22/3279069/0/en/Questex-s-Sensors-Converge-2026-Expo-Floor-Nearly-Sold-Out-as-Event-Momentum-Accelerates.html', 'urlToImage': 'https://ml.globenewswire.com/Resource/Download/8cf9fd8b-3ce6-4c32-8db4-ee3fb14b37f3', 'publishedAt': '2026-04-22T13:26:00Z', 'content': 'SANTA CLARA, Calif., April 22, 2026 (GLOBE NEWSWIRE) -- Questexs\xa0Sensors Converge, North Americas leading event focused exclusively on sensors and sensing technologies, today announces its 2026 expo … [+5913 chars]'}",positive
79b1b98190ffae9de73612f8f72cce373dcab4798e21b46db11c5c8b93189f36,Pypi.org,agentberlin 0.80.0,Python SDK for Agent Berlin - AI-powered SEO and AEO automation,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",2026-04-22 13:24:42+00:00,https://pypi.org/project/agentberlin/0.80.0/,en,['BIRD'],"{'source': {'id': None, 'name': 'Pypi.org'}, 'author': 'support@agentberlin.ai', 'title': 'agentberlin 0.80.0', 'description': 'Python SDK for Agent Berlin - AI-powered SEO and AEO automation', 'url': 'https://pypi.org/project/agentberlin/0.80.0/', 'urlToImage': None, 'publishedAt': '2026-04-22T13:24:42Z', 'content': 'A required part of this site couldnt load. This may be due to a browser\r\n extension, network issues, or browser settings. Please check your\r\n connection, disable any ad blockers, or try using a diffe… [+12 chars]'}",neutral
74a0ebd07bdd28f78608c7cc1f5d1ffe19f2b48afe13eaaa89a45f8e589c88ab,Substack.com,The joy of not monetizing your art,Resisting turning a hobby into a jobby. Does money kill the joy of making art?,"Its interesting how, even unintentionally, the way you are publicly perceived is shaped by the persona you project online, even if its misaligned with how you see yourself. Because I started posting … [+10912 chars]",2026-04-22 13:24:10+00:00,https://jennapark.substack.com/p/the-joy-of-not-monetizing-your-art,en,['BIRD'],"{'source': {'id': None, 'name': 'Substack.com'}, 'author': 'Jenna Park', 'title': 'The joy of not monetizing your art', 'description': 'Resisting turning a hobby into a jobby. Does money kill the joy of making art?', 'url': 'https://jennapark.substack.com/p/the-joy-of-not-monetizing-your-art', 'urlToImage': 'https://substackcdn.com/image/fetch/$s_!shBX!,w_1200,h_675,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F0d0e51c9-3d0b-4599-ad7d-8f89b445f686_1200x630.jpeg', 'publishedAt': '2026-04-22T13:24:10Z', 'content': 'Its interesting how, even unintentionally, the way you are publicly perceived is shaped by the persona you project online, even if its misaligned with how you see yourself. Because I started posting … [+10912 chars]'}",neutral
35ded7e10d2681cadab51032739e32e1fd7057ce2be946d75d967ad4ed7e57e2,Help Net Security,Acronis GenAI Protection gives MSPs control over AI usage and data risks,"Acronis has launced Acronis GenAI Protection, a monitoring and security solution that enables managed service providers (MSPs) to control generative AI usage across client environments, preventing sensitive data exposure and protecting against malicious promp…","Acronis has launced Acronis GenAI Protection, a monitoring and security solution that enables managed service providers (MSPs) to control generative AI usage across client environments, preventing se… [+3089 chars]",2026-04-22 13:24:08+00:00,https://www.helpnetsecurity.com/2026/04/22/acronis-genai-protection/,en,['BIRD'],"{'source': {'id': None, 'name': 'Help Net Security'}, 'author': 'Industry News', 'title': 'Acronis GenAI Protection gives MSPs control over AI usage and data risks', 'description': 'Acronis has launced Acronis GenAI Protection, a monitoring and security solution that enables managed service providers (MSPs) to control generative AI usage across client environments, preventing sensitive data exposure and protecting against malicious promp…', 'url': 'https://www.helpnetsecurity.com/2026/04/22/acronis-genai-protection/', 'urlToImage': 'https://img.helpnetsecurity.com/wp-content/uploads/2024/11/28150559/hns-large_logo.webp', 'publishedAt': '2026-04-22T13:24:08Z', 'content': 'Acronis has launced Acronis GenAI Protection, a monitoring and security solution that enables managed service providers (MSPs) to control generative AI usage across client environments, preventing se… [+3089 chars]'}",positive
d074c10691b0ee657cb2678c84ce2ae1ac587ddeee75b4df673d633c6bea1e29,Time Out,"This east London walk uncovers some of the capital’s weirdest secrets – with burial grounds, occultists and the ‘Mole House’",Comedian Stewart Lee shares a Weird Walk in De Beauvoir,"From stone circles to leylines, to legends and witchcraft, the UK is packed full of freaky and mysterious histories and mythologies, which according to the folk at Weird Walk – the zine that encourag… [+3809 chars]",2026-04-22 13:23:58+00:00,https://www.timeout.com/london/news/this-east-london-walk-uncovers-some-of-the-capitals-weirdest-secrets-with-burial-grounds-occultists-and-the-mole-house-042226,en,['BIRD'],"{'source': {'id': None, 'name': 'Time Out'}, 'author': 'Primary Author: Stewart Lee', 'title': 'This east London walk uncovers some of the capital’s weirdest secrets – with burial grounds, occultists and the ‘Mole House’', 'description': 'Comedian Stewart Lee shares a Weird Walk in De Beauvoir', 'url': 'https://www.timeout.com/london/news/this-east-london-walk-uncovers-some-of-the-capitals-weirdest-secrets-with-burial-grounds-occultists-and-the-mole-house-042226', 'urlToImage': 'https://media.timeout.com/images/106397111/image.jpg', 'publishedAt': '2026-04-22T13:23:58Z', 'content': 'From stone circles to leylines, to legends and witchcraft, the UK is packed full of freaky and mysterious histories and mythologies, which according to the folk at Weird Walk\xa0– the zine that encourag… [+3809 chars]'}",neutral
57626d19754cdbe6690eeab569af0c40a88d3720df504ef5817cd5ae0d1df769,Pypi.org,json-memory 1.9.1,"Hierarchical associative memory for AI agents — compress, structure, and navigate agent memory like a human brain","A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",2026-04-22 13:22:13+00:00,https://pypi.org/project/json-memory/1.9.1/,en,['BIRD'],"{'source': {'id': None, 'name': 'Pypi.org'}, 'author': 'dion.christiann@gmail.com', 'title': 'json-memory 1.9.1', 'description': 'Hierarchical associative memory for AI agents — compress, structure, and navigate agent memory like a human brain', 'url': 'https://pypi.org/project/json-memory/1.9.1/', 'urlToImage': None, 'publishedAt': '2026-04-22T13:22:13Z', 'content': 'A required part of this site couldnt load. This may be due to a browser\r\n extension, network issues, or browser settings. Please check your\r\n connection, disable any ad blockers, or try using a diffe… [+12 chars]'}",neutral
cc8c6f3082d3098e1ed61056ebc2e474df9fe17c2aadece845336364b499a8f3,The Daily Caller,Trump Hated Deep State Spying Powers Used Against Him. Then He Launched A War,President Trump spent years railing against government surveillance powers until military ambitions in the Middle East changed his tune.,"President Donald Trump spent years railing against government surveillance powers that were weaponized against him — until military ambitions in the Middle East changed his tune.
The president is pu… [+10311 chars]",2026-04-22 13:21:46+00:00,https://dailycaller.com/2026/04/22/trump-deep-state-spying-fisa-iran-war-foreign-intelligence/,en,['BIRD'],"{'source': {'id': None, 'name': 'The Daily Caller'}, 'author': 'Hudson Crozier', 'title': 'Trump Hated Deep State Spying Powers Used Against Him. Then He Launched A War', 'description': 'President Trump spent years railing against government surveillance powers until military ambitions in the Middle East changed his tune.', 'url': 'https://dailycaller.com/2026/04/22/trump-deep-state-spying-fisa-iran-war-foreign-intelligence/', 'urlToImage': 'https://images.dailycaller.com/image/width=1280,height=549,fit=cover,format=webp,f=auto/https://cdn01.dailycaller.com/wp-content/uploads/2026/04/GettyImages-2270097260-scaled-e1776286331818.jpg', 'publishedAt': '2026-04-22T13:21:46Z', 'content': 'President Donald Trump spent years railing against government surveillance powers that were weaponized against him — until military ambitions in the Middle East changed his tune.\r\nThe president is pu… [+10311 chars]'}",negative
d8b52321236f7d94991acad85726e29463e0299589359a286c962e5f3d217942,Celebitchy.com,Sykes: Footage of Duchess Meghan looking at a staffer proves that she’s a bully,"Last year, something really revealing happened because of the Duchess of Sussex’s With Love, Meghan series. In the first season, Meghan hosted Mindy Kaling as a guest, and on camera, Mindy called Meghan by her maiden name. Meghan gently corrected her, saying …","Last year, something really revealing happened because of the Duchess of Sussexs With Love, Meghan series. In the first season, Meghan hosted Mindy Kaling as a guest, and on camera, Mindy called Megh… [+8132 chars]",2026-04-22 13:20:53+00:00,https://www.celebitchy.com/973236/sykes_footage_of_duchess_meghan_looking_at_a_staffer_proves_that_shes_a_bully/,en,['BIRD'],"{'source': {'id': None, 'name': 'Celebitchy.com'}, 'author': 'Kaiser', 'title': 'Sykes: Footage of Duchess Meghan looking at a staffer proves that she’s a bully', 'description': 'Last year, something really revealing happened because of the Duchess of Sussex’s With Love, Meghan series. In the first season, Meghan hosted Mindy Kaling as a guest, and on camera, Mindy called Meghan by her maiden name. Meghan gently corrected her, saying …', 'url': 'https://www.celebitchy.com/973236/sykes_footage_of_duchess_meghan_looking_at_a_staffer_proves_that_shes_a_bully/', 'urlToImage': 'https://www.celebitchy.com/wp-content/uploads/2026/04/coverimages55614984-8.jpg', 'publishedAt': '2026-04-22T13:20:53Z', 'content': 'Last year, something really revealing happened because of the Duchess of Sussexs With Love, Meghan series. In the first season, Meghan hosted Mindy Kaling as a guest, and on camera, Mindy called Megh… [+8132 chars]'}",neutral
6e5f40e8bfc836efa1bfe09b8bc1c02e1758636a53a35df9e335a7e23291fd37,Macdailynews.com,Incoming CEO John Ternus has an opportunity to supercharge Apple – Gene Munster,"Apple investors anticipated this CEO transition, as reflected in AAPL shares declining just 0.5% following the news that Tim Cook…
The post Incoming CEO John Ternus has an opportunity to supercharge Apple – Gene Munster appeared first on MacDailyNews.","Apple investors anticipated this CEO transition, as reflected in AAPL shares declining just 0.5% following the news that Tim Cook will move into the chairman role. This change opens the door for a fr… [+2509 chars]",2026-04-22 13:20:01+00:00,https://macdailynews.com/2026/04/22/incoming-ceo-john-ternus-has-an-opportunity-to-supercharge-apple-gene-munster/,en,['BIRD'],"{'source': {'id': None, 'name': 'Macdailynews.com'}, 'author': 'MacDailyNews', 'title': 'Incoming CEO John Ternus has an opportunity to supercharge Apple – Gene Munster', 'description': 'Apple investors anticipated this CEO transition, as reflected in AAPL shares declining just 0.5% following the news that Tim Cook…\nThe post Incoming CEO John Ternus has an opportunity to supercharge Apple – Gene Munster appeared first on MacDailyNews.', 'url': 'https://macdailynews.com/2026/04/22/incoming-ceo-john-ternus-has-an-opportunity-to-supercharge-apple-gene-munster/', 'urlToImage': 'https://macdailynews.com/wp-content/uploads/2024/05/240501_apple_logo.png', 'publishedAt': '2026-04-22T13:20:01Z', 'content': 'Apple investors anticipated this CEO transition, as reflected in AAPL shares declining just 0.5% following the news that Tim Cook will move into the chairman role. This change opens the door for a fr… [+2509 chars]'}",negative
9b29c7429a339d8d5a0741c3e0d28c436fab612d5db5099b9c2f1866bb61af69,Financial Post,SpaceX has deal for right to acquire Cursor for US$60 billion,SpaceX said it has an agreement giving it the right to acquire artificial intelligence startup Cursor for US$60 billion. Find out more here,"SpaceX said it has an agreement giving it the right to acquire artificial intelligence startup Cursor for US$60 billion later this year or to pay US$10 billion for the companies work together, part o… [+4761 chars]",2026-04-22 13:19:52+00:00,https://financialpost.com/technology/spacex-right-to-acquire-cursor,en,['BIRD'],"{'source': {'id': 'financial-post', 'name': 'Financial Post'}, 'author': 'Bloomberg News', 'title': 'SpaceX has deal for right to acquire Cursor for US$60 billion', 'description': 'SpaceX said it has an agreement giving it the right to acquire artificial intelligence startup Cursor for US$60 billion. Find out more here', 'url': 'https://financialpost.com/technology/spacex-right-to-acquire-cursor', 'urlToImage': 'https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2026/04/0423-mg-cursor.jpg', 'publishedAt': '2026-04-22T13:19:52Z', 'content': 'SpaceX said it has an agreement giving it the right to acquire artificial intelligence startup Cursor for US$60 billion later this year or to pay US$10 billion for the companies work together, part o… [+4761 chars]'}",positive
698fe86aa67e7338757ca4e4e0095e97c7521941c94b495ab3d653654a694912,CBS News,"Secretary Duffy says ""AI is a tool"" but won't replace air traffic controllers","Transportation Secretary Sean Duffy said ""we do not replace humans,"" as he discussed pushing for a new AI system that he says will help air traffic controllers. Kris Van Cleave has more.",Copyright ©2026 CBS Interactive Inc. All rights reserved.,2026-04-22 13:18:39+00:00,https://www.cbsnews.com/video/secretary-duffy-says-ai-is-a-tool-but-wont-replace-air-traffic-controllers/,en,['BIRD'],"{'source': {'id': 'cbs-news', 'name': 'CBS News'}, 'author': 'CBS News', 'title': 'Secretary Duffy says ""AI is a tool"" but won\'t replace air traffic controllers', 'description': 'Transportation Secretary Sean Duffy said ""we do not replace humans,"" as he discussed pushing for a new AI system that he says will help air traffic controllers. Kris Van Cleave has more.', 'url': 'https://www.cbsnews.com/video/secretary-duffy-says-ai-is-a-tool-but-wont-replace-air-traffic-controllers/', 'urlToImage': 'https://assets2.cbsnewsstatic.com/hub/i/r/2026/04/22/59dd4c61-dd18-4d63-b23c-831fe0f55d30/thumbnail/1200x630/c6183608bb47622aa3d34d6ed7aa0e55/cbsn-fusion-secretary-duffy-says-ai-is-a-tool-but-wont-replace-air-traffic-controllers-thumbnail.jpg', 'publishedAt': '2026-04-22T13:18:39Z', 'content': 'Copyright ©2026 CBS Interactive Inc. All rights reserved.'}",neutral
1ab8c95f42768363871fe86e4adc22655871a3bbd39d76c9139bec9b9f57b339,Pypi.org,mindgard 0.110.1,Test your AI model's security without leaving your terminal.,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",2026-04-22 13:18:36+00:00,https://pypi.org/project/mindgard/0.110.1/,en,['BIRD'],"{'source': {'id': None, 'name': 'Pypi.org'}, 'author': 'support@mindgard.ai', 'title': 'mindgard 0.110.1', 'description': ""Test your AI model's security without leaving your terminal."", 'url': 'https://pypi.org/project/mindgard/0.110.1/', 'urlToImage': None, 'publishedAt': '2026-04-22T13:18:36Z', 'content': 'A required part of this site couldnt load. This may be due to a browser\r\n extension, network issues, or browser settings. Please check your\r\n connection, disable any ad blockers, or try using a diffe… [+12 chars]'}",neutral
84f1e84b81ef3f6529d5249f45c3f1807bc86de25b9226eec7e2dea4bfed65d2,Showbiz Cheat Sheet,Here’s The FULL Story Of Who D4vd is … How He Got Famous … And How He Killed That Girl!,"D4vd is best known for his recent arrest now, but he rose to fame in 2021 on TikTok. He rose to fame quickly, and fell even quicker.","David Anthony Burke, better known by his stage name D4vd, has been arrested and charged with the murder of 14-year-old Celeste Rivas Hernandez. The TikToker-turned-musicians legal troubles have domin… [+6035 chars]",2026-04-22 13:18:00+00:00,https://www.cheatsheet.com/news/d4vds-rise-to-fame-and-fall-from-grace-key-moments.html/#article,en,['BIRD'],"{'source': {'id': None, 'name': 'Showbiz Cheat Sheet'}, 'author': 'Media Take Out Staff', 'title': 'Here’s The FULL Story Of Who D4vd is … How He Got Famous … And How He Killed That Girl!', 'description': 'D4vd is best known for his recent arrest now, but he rose to fame in 2021 on TikTok. He rose to fame quickly, and fell even quicker.', 'url': 'https://www.cheatsheet.com/news/d4vds-rise-to-fame-and-fall-from-grace-key-moments.html/#article', 'urlToImage': 'https://www.cheatsheet.com/wp-content/uploads/2026/04/GettyImages-2271714820.webp?w=1200', 'publishedAt': '2026-04-22T13:18:00Z', 'content': 'David Anthony Burke, better known by his stage name D4vd, has been arrested and charged with the murder of 14-year-old Celeste Rivas Hernandez. The TikToker-turned-musicians legal troubles have domin… [+6035 chars]'}",neutral
